"","email","vorname","nachname","landVorwahl","vorwahl","telNr","land","gebDat","straße","hnr","stiege","tnr","ort","plz","comb","pk","isDirty","errCol","errRule"
"4308","aok2.txt@tux.w3.org","Nikolai","Turan","43","673","8248","AUT","1963-09-18","Feldweg","4","","","Gallneukirchen","4210","Feldweg 4 4210 Gallneukirchen",4264,"False","",""
"4309","billings@global360.com","Jamil","Unger","43","655","7845","AUT","2020-11-30","Weneberg","12","","","Weneberg","9773","Weneberg 12 9773 Weneberg",4265,"False","",""
"4310","roger@walkandroll.com","Sercan","Löffler","43","694","600","AUT","2020-05-11","Innerellbögen","105m","","","Ellbögen","6083","Innerellbögen 105m 6083 Ellbögen",4267,"False","",""
"4311","thomas.deweese@kodak.com","Salih","Maier","43","120","51582","AUT","2012-07-29","Friesam","17","","","Friesam","4902","Friesam 17 4902 Friesam",4268,"False","",""
"4312","kongyi.zhou@oracle.com","Hans-Jürgen","Hackl","43","111","4412","AUT","2004-06-11","Hauptstraße","42","","","Alberndorf in der Riedmark","4211","Hauptstraße 42 4211 Alberndorf in der Riedmark",4269,"False","",""
"4313","ted.wugofski@openwave.com","Raoul","Ober","43","10","8758","AUT","1998-03-21","Zauneggerstraße","5","","","Grieskirchen","4710","Zauneggerstraße 5 4710 Grieskirchen",4271,"False","",""
"4314","stefan@olsonsoft.co.nz","Raoul","Ebner","43","671","21021","AUT","1991-11-11","Lenaustraße","30","","","Strasshof an der Nordbahn","2231","Lenaustraße 30 2231 Strasshof an der Nordbahn",4272,"False","",""
"4315","ahbbcom@cncorn.com","Arik","König","43","507","1460","AUT","1976-07-26","Saaßstraße","104","","","Saaß","4400","Saaßstraße 104 4400 Saaß",4273,"False","",""
"4316","madien@gmx.de","Lexy","Freund","43","698","3830","AUT","1997-01-29","Roseggerweg","148","","","Graz","8044","Roseggerweg 148 8044 Graz,11.Bez.:Mariatrost",4274,"False","",""
"4317","w3@myrealbox.com","Konrad","Kirschner","43","686","541","AUT","1987-09-06","Obere Bahnstraße","1","","","Breitenstein","2673","Obere Bahnstraße 1 2673 Breitenstein",4275,"False","",""
"4318","mike@another-world.com","Vince","Isik","43","687","4360","AUT","2018-03-29","Dornäckerweg","2","","","Werndorf","8402","Dornäckerweg 2 8402 Werndorf",4276,"False","",""
"4319","daniel.ash@identrus.com","Eren","Auer","43","507","68134","AUT","2020-04-11","Hoangreitl","2","","","Rettenbach","7434","Hoangreitl 2 7434 Rettenbach",4277,"False","",""
"4320","mark.scardina@oracle.com","Alperen","Stöger","43","502","4702","AUT","2024-08-27","Gerschlagergasse","3","","","Rannersdorf","2320","Gerschlagergasse 3 2320 Rannersdorf",4278,"False","",""
"4321","rapmir@poczta.onet.pl","Azad","König","43","661","73111","AUT","2004-02-14","Sonnenhang","35","","","Sankt Johann am Wimberg","4172","Sonnenhang 35 4172 Sankt Johann am Wimberg",4279,"False","",""
"4322","kevinh@eit.com","Kaan","Stadler","43","663","8464","AUT","2020-07-08","Jagdbergstraße","271b","","","Thüringerberg","6721","Jagdbergstraße 271b 6721 Thüringerberg",4280,"False","",""
"4323","bash@utg.gazprom.ru","Ingo","Petrovic","43","683","267312","AUT","1994-10-25","Diesseits","106","","","Diesseits","4973","Diesseits 106 4973 Diesseits",4282,"False","",""
"4324","rolsen@go.ru","Jason","Kurz","43","687","5652","AUT","2003-08-02","Schulgasse","22","","","Scheiblingkirchen","2831","Schulgasse 22 2831 Scheiblingkirchen",4284,"False","",""
"4325","jyunker@bytelevel.com;","Sven","Petrovic","43","676","13617","AUT","2003-12-29","An der Bahn","1","","","Echsenbach","3900","An der Bahn 1 3900 Echsenbach",4285,"False","",""
"4326","ohto@w3.org","Cristiano","Leeb","43","693","861614","AUT","2013-07-21","Franzensdorfer Straße","29","","","Breitstetten","2285","Franzensdorfer Straße 29 2285 Breitstetten",4286,"False","",""
"4327","chenyhpz@sohu.com","Timotei","Binder","43","651","8246","AUT","2009-08-23","Haydngasse","6","","","Hornstein","7053","Haydngasse 6 7053 Hornstein",4287,"False","",""
"4328","bisi_aziz@juno.com","Nathan","Bayer","43","692","31632","AUT","2006-06-14","Pfenninggeldgasse","5","","2.0","Wien","1160","Pfenninggeldgasse 5/2 1160 Wien,Ottakring",4288,"False","",""
"4329","jkeiser@iname.com","Finjas","Wimmer","43","820","70712","AUT","2007-10-20","Gartenweg","6","","","St. Peter in der Au-Markt","3352","Gartenweg 6 3352 St. Peter in der Au-Markt",4289,"False","",""
"4330","alexgem@msoft.it","Wilhelm","Bürger","43","651","74105","AUT","1997-11-09","Großriedenthal","132","","","Großriedenthal","3471","Großriedenthal 132 3471 Großriedenthal",4290,"False","",""
"4331","sasquatch@ecrii.com","Alessio","Weingartner","43","660","34148","AUT","2019-07-11","Brunner Berg","7","","","Scheffach","6235","Brunner Berg 7 6235 Scheffach",4291,"False","",""
"4332","charles.ying@openwave.com","Ismar","Berghammer","43","900","8051","AUT","1981-03-13","Bahngasse","9","","","Kaltenleutgeben","2391","Bahngasse 9 2391 Kaltenleutgeben",4292,"False","",""
"4333","fg9lixc@bhpmper.bhp.com.au","Edwin","Dörfler","43","673","20818","AUT","2016-12-10","Wieskapellenweg","66","","","Fürstenfeld","8280","Wieskapellenweg 66 8280 Fürstenfeld",4293,"False","",""
"4334","tpollard@chorus.net","Nicholas","Groß","43","672","865855","AUT","2020-12-16","Schachadorf","63","","","Schachadorf","4552","Schachadorf 63 4552 Schachadorf",4294,"False","",""
"4335","anders.puschel@telia.com","Timon","Angerer","43","681","786233","AUT","1972-02-08","Siedlung Frieden","40a","","","Kitzbühel","6370","Siedlung Frieden 40a 6370 Kitzbühel",4295,"False","",""
"4336","ayyang@usa.net","Caspar","Lechner","43","804","457","AUT","2008-02-22","Weitschön","131","","","Liesfeld","6250","Weitschön 131 6250 Liesfeld",4296,"False","",""
"4337","bartolomesintes@ono.com","Marsel","Holzinger","43","698","31064","AUT","2016-10-20","Winkelweg","8c","","","Mäder","6841","Winkelweg 8c 6841 Mäder",4297,"False","",""
"4338","barryb@proaxis.com","Alessandro","Buchner","43","57","45370","AUT","2019-12-02","Burgstraße","12","","","Micheldorf","4563","Burgstraße 12 4563 Micheldorf",4298,"False","",""
"4339","bjhrzx@btamail.net.cn","Ralf","Schäfer","43","668","305044","AUT","2009-10-20","Flurstraße","5","","","Hard","6971","Flurstraße 5 6971 Hard",4299,"False","",""
"4340","misyksj37@hotmail.com","Matei","Steiner","43","718","366","AUT","2015-05-11","Erlengrund","10","","","Kössen","6345","Erlengrund 10 6345 Kössen",4300,"False","",""
"4341","mandar@kiowa.wildstar.net","Ruben","Novak","43","683","51076","AUT","2008-01-12","Stangenach","886","","","Schwarzenberg","6867","Stangenach 886 6867 Schwarzenberg",4301,"False","",""
"4342","izsak@adart.sk","Dante","Platzer","43","130","57085","AUT","2011-11-22","Breitenleer Straße","8","","","Raasdorf","2281","Breitenleer Straße 8 2281 Raasdorf",4302,"False","",""
"4343","rmgates@usa.com","Raimund","Svoboda","43","651","474505","AUT","2009-08-09","Schlingerweg","9","","","Eisenerz","8790","Schlingerweg 9 8790 Eisenerz",4303,"False","",""
"4344","stotman1@aol.com","Jari","Mayer","43","1455","2878","AUT","2001-03-22","Großhart","121","","","Großhart","8272","Großhart 121 8272 Großhart",4304,"False","",""
"4345","kslavin@echonyc.com","Henrik","Schäfer","43","677","17470","AUT","1966-12-13","Kalchberggasse","12","","","Graz","8010","Kalchberggasse 12 8010 Graz,01.Bez.:Innere Stadt",4306,"False","",""
"4346","vertex@usa.net","Mehmed","Heger","43","687","8743","AUT","2018-05-14","Hochstraße","18","","","Prambachkirchen","4731","Hochstraße 18 4731 Prambachkirchen",4307,"False","",""
"4347","stephane.gully@inrialpes.fr","Brian","Niederberger","43","696","801","AUT","2022-11-11","Dorf","343","","","Pfunds","6542","Dorf 343 6542 Pfunds",4308,"False","",""
"4348","ajxkj@sina.com","Yuval","Brunner","43","1484","4841","AUT","1992-04-28","Schmelzriegelstraße","8","","","Steinhaus am Semmering","8685","Schmelzriegelstraße 8 8685 Steinhaus am Semmering",4309,"False","",""
"4349","breedawg@hotmail.com","Nikan","Kirchmair","43","652","477","AUT","1969-12-13","Holiczer Straße","38","","","Strasshof an der Nordbahn","2231","Holiczer Straße 38 2231 Strasshof an der Nordbahn",4310,"False","",""
"4350","tjmather@tjmather.com","Hans","Pöschl","43","652","2640","AUT","1983-06-18","Imbergstraße","42","","","Leonding","4060","Imbergstraße 42 4060 Leonding",4311,"False","",""
"4351","serenajones$$7@netscape.net","Siegfried","Ertl","43","688","32154","AUT","2000-03-29","Unterpichling","7","","","Unterpichling","9423","Unterpichling 7 9423 Unterpichling",4312,"False","",""
"4352","info@localpool.com","Kerim","Weber","43","821","46","AUT","2023-10-30","Laabstraße","20a","","","Laab","5280","Laabstraße 20a 5280 Laab",4313,"False","",""
"4353","kaikow@standards.com","Tian","Schöpf","43","120","36023","AUT","2018-05-16","Wilhelm-Exner-Gasse","2","","","Wien","1090","Wilhelm-Exner-Gasse 2 1090 Wien,Alsergrund",4314,"False","",""
"4354","dan@spyglass.com","Mahdi","Eder","43","810","6682","AUT","1999-04-24","Vormoos","25","","","Vormoos","5143","Vormoos 25 5143 Vormoos",4315,"False","",""
"4355","rui.meneses@jrc.it","Gilbert","Kogler","43","931","3082","AUT","2009-08-31","Pirching","135","","","Pirching am Traubenberg","8081","Pirching 135 8081 Pirching am Traubenberg",4316,"False","",""
"4356","smithkarg4@post.com","Vasilije","Haller","43","501","73","AUT","2021-09-13","Trenkgasse","4","","","Graz","8041","Trenkgasse 4 8041 Graz,07.Bez.:Liebenau",4317,"False","",""
"4357","wilwill@ukrpost.net","Colin","Nagler","43","653","87472","AUT","2007-01-07","Wartberg","79","","","Wartberg","3730","Wartberg 79 3730 Wartberg",4318,"False","",""
"4358","434707@ingta.unizar.es","Mateja","Puchner","43","780","3588","AUT","2005-06-06","Anton Gössinger-Gasse","5","","","Mistelbach","2130","Anton Gössinger-Gasse 5 2130 Mistelbach",4319,"False","",""
"4359","paul@paulsinnema.com","Jeffrey","Strasser","43","679","825832","AUT","2019-07-17","Tannengasse","20","","","Breitenfurt bei Wien","2384","Tannengasse 20 2384 Breitenfurt bei Wien",4320,"False","",""
"4360","daniel.brickley@bristol.ac.uk","Hugo","Resch","43","800","632526","AUT","2009-02-25","Ried Henntal","25","","","Kitzbühel","6370","Ried Henntal 25 6370 Kitzbühel",4322,"False","",""
"4361","zigmund@lawpub.co.il","Ensar","Novak","43","686","68702","AUT","1985-03-29","Riesstraße","182","","","Graz","8047","Riesstraße 182 8047 Graz,10.Bez.:Ries",4323,"False","",""
"4362","yoru2@tiscali.co.uk","Omran","Hahn","43","810","302","AUT","2022-08-10","Dr.-Richard-Canaval-Gasse","7","","","Klagenfurt","9020","Dr.-Richard-Canaval-Gasse 7 9020 Klagenfurt,10.Bez.:St. Peter",4324,"False","",""
"4363","beimingpx@sinoi.com","Arnold","Pichler","43","650","64854","AUT","2011-12-29","Gödnacher Straße","2","","","Gödnach","9991","Gödnacher Straße 2 9991 Gödnach",4325,"False","",""
"4364","sean@mysterylights.com","Ralph","Strauß","43","820","83114","AUT","2024-05-04","Friedrich-Gauermann-Weg","4","","","Graz","8042","Friedrich-Gauermann-Weg 4 8042 Graz,08.Bez.:Sankt Peter",4326,"False","",""
"4365","zhawryluk@corp.attcanada.ca","Marcello","Köck","43","57","601453","AUT","2013-09-23","Mittlere Straße","23","","","Wien","1140","Mittlere Straße 23 1140 Wien,Penzing",4327,"False","",""
"4366","frystyk@w3.org","Malte","Maringer","43","673","831","AUT","1975-04-13","Pölland","24","","","Pölland","9773","Pölland 24 9773 Pölland",4328,"False","",""
"4367","frederic.laurent@opikanoba.org","Abu","Zaiser","43","118","75737","AUT","2023-10-15","Heinrich Herold-Gasse","1a","","","Leobersdorf","2544","Heinrich Herold-Gasse 1a 2544 Leobersdorf",4329,"False","",""
"4368","practical.management.skills@w3.org","Bilal","Thurner","43","690","60","AUT","2005-05-02","Frankengasse","11","","","Wolfpassing","3424","Frankengasse 11 3424 Wolfpassing",4330,"False","",""
"4369","pinky1010@enbizone.com","Janoah","Illy","43","665","720","AUT","2018-05-17","Hainfelder Straße","66","","","Pottenstein","2563","Hainfelder Straße 66 2563 Pottenstein",4331,"False","",""
"4370","ryoung@anystream.com","Michel","Kreuzer","43","507","823528","AUT","2005-05-14","Schlögen","4","","","Schlögen","4083","Schlögen 4 4083 Schlögen",4333,"False","",""
"4371","xinzhili@xinzhili.com","Neo","Oberhauser","43","670","823","AUT","1980-10-29","Niederdorfer Straße","5","","","Zell","9065","Niederdorfer Straße 5 9065 Zell",4334,"False","",""
"4372","matial@il.ibm.com","Maxim","Wimmer","43","508","458","AUT","2023-11-08","Am Kumplgut","3","","","Oberlaab","4600","Am Kumplgut 3 4600 Oberlaab",4335,"False","",""
"4373","zhenye@yongjie-zy.com","Jano","Kraus","43","680","803876","AUT","1989-07-10","Bahnhofstraße","58b","","","Kematen in Tirol","6175","Bahnhofstraße 58b 6175 Kematen in Tirol",4337,"False","",""
"4374","mot@c7.campus.utcluj.ro","Marcello","Brandstätter","43","691","236282","AUT","2017-04-17","Steinfeld","103","","","Sebersdorf","8272","Steinfeld 103 8272 Sebersdorf",4338,"False","",""
"4375","nhajratw@yahoo.com","Fenn","Sattler","43","718","5011","AUT","2003-02-20","Kieferweg","12","","","Winklarn","3300","Kieferweg 12 3300 Winklarn",4339,"False","",""
"4376","webmaster@health.irlgov.ie","Mohammad","Schweighofer","43","678","77785","AUT","2010-05-11","Gundersdorf","54","","","Gundersdorf","8511","Gundersdorf 54 8511 Gundersdorf",4340,"False","",""
"4377","lumina@gmx.fr","Yigit","Mair","43","901","12657","AUT","2016-12-31","Wartmannstetterstraße","6","","","Neunkirchen","2620","Wartmannstetterstraße 6 2620 Neunkirchen",4341,"False","",""
"4378","pelz@ti.et-inf.uni-siegen.de","Kyrillos","Huber","43","678","27202","AUT","1959-05-19","Steinriegelstraße","11","","","Rotenturm an der Pinka","7501","Steinriegelstraße 11 7501 Rotenturm an der Pinka",4342,"False","",""
"4379","houghtoa@oclc.org","Palin","Hölzl","43","59","817","AUT","1974-07-06","Rammelhof","15","","","Rammelhof","3925","Rammelhof 15 3925 Rammelhof",4343,"False","",""
"4380","soft@ynsoft.com","Alex","Renner","43","699","633073","AUT","1984-06-19","Kaiser-Ebersdorfer Straße","46B","","","Wien","1110","Kaiser-Ebersdorfer Straße 46B 1110 Wien,Simmering",4344,"False","",""
"4381","ib314670@public.ibercaja.es","Abd","Müller","43","698","47783","AUT","1995-07-14","Dr. Konrad Lorenz-Straße","24","","","Stockerau","2000","Dr. Konrad Lorenz-Straße 24 2000 Stockerau",4345,"False","",""
"4382","public-p3p-spec@w3.org","Jason","Natter","43","660","162","AUT","1987-08-13","Salzstadlstraße","2","","","Au","5400","Salzstadlstraße 2 5400 Au",4346,"False","",""
"4383","hbest@hotmail.com","Talha","Gartner","43","669","47062","AUT","1999-10-17","Am Stadtblick","7","","","Zwettl-Niederösterreich","3910","Am Stadtblick 7 3910 Zwettl-Niederösterreich",4347,"False","",""
"4384","donh@xyvision.com","Kai","Aigner","43","676","332","AUT","2007-05-03","Erzherzog-Karl-Straße","29","","","Wien","1220","Erzherzog-Karl-Straße 29 1220 Wien,Donaustadt",4348,"False","",""
"4385","coolweb@coolchicks.net","Kushal","Riedl","43","508","45","AUT","2014-07-30","Dieselweg","3","","","Graz","8041","Dieselweg 3 8041 Graz,07.Bez.:Liebenau",4349,"False","",""
"4386","jhane8euj3kjdoij3@aol.com","Ronald","Seidl","43","1","12047","AUT","2020-11-29","Gartensiedlung","24","","","Stoob","7344","Gartensiedlung 24 7344 Stoob",4350,"False","",""
"4387","moerkotte@informatik.uni-mannheim.de","Nail","Kirschner","43","689","175","AUT","2013-05-19","Spanweg","1","","","Sammersdorf","4055","Spanweg 1 4055 Sammersdorf",4351,"False","",""
"4388","kroupa@forum.dk","Chris","Ortner","43","828","76300","AU7T","1997-01-12","Lachtengasse","41","","","Wiener Neustadt","2700","Lachtengasse 41 2700 Wiener Neustadt",4353,"True",";land",";Add_Or_Replace_Character"
"4389","mrrainmaker@bigpond.com","Dániel","Gruber","43","670","357","AUT","1992-03-29","Neubauerstraße","96","","","Traun","4050","Neubauerstraße 96 4050 Traun",4354,"False","",""
"4390","lizw@gpte.com.cn","Bertan","Strasser","43","687","88803","AUT","2019-12-08","Arlbergstraße","55b","","","Wald am Arlberg","6752","Arlbergstraße 55b 6752 Wald am Arlberg",4355,"False","",""
"4391","fmanola@objs.com","Bogdan","Achleitner","43","683","58431","AUT","1997-01-08","Keltengasse","35","","","Franzhausen","3134","Keltengasse 35 3134 Franzhausen",4356,"False","",""
"4392","thresa8037m88@mol.mn","Matej","Eckert","43","674","47256","AUT","1998-11-11","Rosentaler Straße","106","","","Klagenfurt","9020","Rosentaler Straße 106 9020 Klagenfurt,08.Bez.:Villacher Vorstadt",4357,"False","",""
"4393","specialsecurities1@excite.com","Thiemo","Buchinger","43","679","26","AUT","2003-09-06","Obergroßau","8","","","Obergroßau","8261","Obergroßau 8 8261 Obergroßau",4358,"False","",""
"4394","cjz@mail.pouchen.com.tw","Günther","Strobl","43","690","41","AUT","2018-06-17","Bildstockstraße","10","","","Gailitz","9601","Bildstockstraße 10 9601 Gailitz",4359,"False","",""
"4395","mktgcomms@hotmail.com","Eduard","Buchberger","43","901","50303","AUT","2024-06-16","Mähdlestraße","28a","","","Lustenau","6890","Mähdlestraße 28a 6890 Lustenau",4360,"False","",""
"4396","aleainformacion@arrakis.es","Can","Redl","43","1450","88834","AUT","1989-02-08","Weidenweg","3","","","Ragain","9241","Weidenweg 3 9241 Ragain",4361,"False","",""
"4397","certificate3929@yahoo.com","Mete","Engelhart","43","659","815","AUT","2003-05-30","Hornerstraße","25","","","Stockerau","2000","Hornerstraße 25 2000 Stockerau",4362,"False","",""
"4398","halima_entezar@dell.com","Mohammad","Schwarz","43","689","134","AUT","2012-09-18","Tänzerweg","1","","","Nüziders","6714","Tänzerweg 1 6714 Nüziders",4363,"False","",""
"4399","musicbox@musicbox.fr","Emir-Mirac","Hölzl","43","650","72","AUT","2009-09-14","Neue-Welt-Höhe","46c","","","Graz","8042","Neue-Welt-Höhe 46c 8042 Graz,08.Bez.:Sankt Peter",4364,"False","",""
"4400","mccarthy36@earthlink.net","Alessandro","Scheidl","43","668","376","AUT","2000-08-09","Alliogasse","3","","","Wien","1150","Alliogasse 3 1150 Wien,Rudolfsheim-Fünfhaus",4365,"False","",""
"4401","fdswwkjdf37@yahoo.co.kr","Kristof","Bischof","43","685","5223","AUT","2008-11-03","Burgfeld","39","","","Burgfeld","8350","Burgfeld 39 8350 Burgfeld",4366,"False","",""
"4402","looplink@img.outgoing.com","Antoni","Steinwender","43","507","504084","AUT","2005-10-13","Badeteich Bisamberg","23","","","Bisamberg","2100","Badeteich Bisamberg 23 2100 Bisamberg",4367,"False","",""
"4403","wolfgang.schwarz@tool42.com","Marlo","Auer","43","676","11082","AUT","1989-07-18","William Congreve-Straße","15c","","","Wiener Neustadt","2751","William Congreve-Straße 15c 2751 Wiener Neustadt",4368,"False","",""
"4404","raphael.maree@student.ulg.ac.be","Louie","Bachler","43","689","133824","AUT","2019-06-09","Gappen","6","","","Gappen","9816","Gappen 6 9816 Gappen",4369,"False","",""
"4405","ramky@desktop.com","Alexandru","Demel","43","653","62803","AUT","2013-08-11","Herrmannpark","","","","Wien","1030","Herrmannpark Lokal 1030 Wien,Landstraße",4370,"False","",""
"4406","blairwinton@email.com","Maddox","Stöger","43","668","73032","AUT","2016-08-02","Sallerstraße","36","","","Wels","4600","Sallerstraße 36 4600 Wels",4371,"False","",""
"4407","contact@82444.com","Arno","Gschwandtner","43","676","327674","AUT","2011-09-14","Lindnerweg","2","","","Klagenfurt","9061","Lindnerweg 2 9061 Klagenfurt,14.Bez.:Wölfnitz",4372,"False","",""
"4408","serge@carpathian.uar.net","Ezra","Ernst","43","130","234","AUT","1976-12-19","Untere Hauptstraße","7","","","Sieggraben","7223","Untere Hauptstraße 7 7223 Sieggraben",4373,"False","",""
"4409","einhaus@inpastel.com","Sami","Axmann","43","666","31883","AUT","2013-07-05","Auwiesenstraße","15","","","Elixhausen","5161","Auwiesenstraße 15 5161 Elixhausen",4374,"False","",""
"4410","mangold@informatik.uni-stuttgart.de","Jaro","Meyer","43","682","85807","AUT","2016-10-19","Großschönau","11","","","Großschönau","3922","Großschönau 11 3922 Großschönau",4375,"False","",""
"4411","webmaster@bep.treas.gov","Kerem","Eller","43","683","7875","AUT","2004-05-08","Kiesweg","4","","","Hattendorf","9400","Kiesweg 4 9400 Hattendorf",4376,"False","",""
"4412","bcosar@temtas.com.tr","Yasin","Moser","43","57","6108","AUT","1943-05-01","Salchendorf","4","","","Salchendorf","9371","Salchendorf 4 9371 Salchendorf",4377,"False","",""
"4413","scott@illogics.org","Cohen","Wakolbinger","43","669","76202","AUT","1977-06-25","Kühnring","10","","","Kühnring","3730","Kühnring 10 3730 Kühnring",4378,"False","",""
"4414","scott33592@hotmail.com","Remi","Wagner","43","697","2234","AUT","2010-05-02","Moränenweg","24","","","Gmunden","4810","Moränenweg 24 4810 Gmunden",4379,"False","",""
"4415","filepass@chol.com","Melvin","Edlinger","43","507","665","AUT","2002-10-18","Leopold Haindl-Straße","13","","","Robitzboden","3264","Leopold Haindl-Straße 13 3264 Robitzboden",4380,"False","",""
"4416","fankp@darmstadt.gmd.de","Viggo","Auinger","43","689","658700","AUT","2002-08-01","Kandlbauer","42","","","Kandlbauer","8254","Kandlbauer 42 8254 Kandlbauer",4381,"False","",""
"4417","amir_rahimian@hotmail.com","Yves","Fischer","43","503","773460","AUT","1994-06-17","Untere Hauptstraße","29","","","Theiß","3494","Untere Hauptstraße 29 3494 Theiß",4382,"False","",""
"4418","cvarela@solar.isr.co.jp","Maximillian","Augustin","43","820","17074","AUT","1998-12-17","Franz Folgnergasse","5","","","Ernstbrunn","2115","Franz Folgnergasse 5 2115 Ernstbrunn",4383,"False","",""
"4419","n1uro@n1uro.com","Berzan","Auer","43","686","40257","AUT","2019-09-06","Merkersdorf","71","","","Merkersdorf","2115","Merkersdorf 71 2115 Merkersdorf",4384,"False","",""
"4420","jvravichandran@yahoo.com","Darius","Fenz","43","693","720886","AUT","1999-12-29","Fischergasse","28","","","Möllersdorf","2514","Fischergasse 28 2514 Möllersdorf",4385,"False","",""
"4421","jean@gaesun.com","Marlin","Wimmer","43","685","580762","AUT","1985-06-27","Palmsdorf","68","","","Palmsdorf","4864","Palmsdorf 68 4864 Palmsdorf",4386,"False","",""
"4422","modisetl@stylustech.com","Mihailo","Egger","43","820","50","AUT","1991-04-19","Mittewald","200","","","Mittewald","9911","Mittewald 200 9911 Mittewald",4387,"False","",""
"4423","pat2israel@aol.com","Andrew","Celik","43","663","342","AUT","1970-06-03","Fleckstraße","21","","","Bad Häring","6323","Fleckstraße 21 6323 Bad Häring",4388,"False","",""
"4424","emillle2003@hotmail.com","Florentin","Treml","43","900","22123","AUT","2012-01-29","Ferdinand-Kurz-Gasse","","","","Horn","3580","Ferdinand-Kurz-Gasse Freibad 3580 Horn",4389,"False","",""
"4425","pybcan@naver.com","Berkay","Kaya","43","939","204","AUT","2005-11-16","Mitterbachstraße","37","","","Mitterbach","8616","Mitterbachstraße 37 8616 Mitterbach",4390,"False","",""
"4426","hostmaster@pisoportal.com","Yagiz","Hammerer","43","505","882382","AUT","1990-10-27","Oberlaaer Straße","79","","","Wien","1100","Oberlaaer Straße 79 1100 Wien,Favoriten",4391,"False","",""
"4427","petrus@federal.co.id","Kristijan","Stadler","43","680","2468","AUT","1985-07-29","Reitschulweg","9","","","Wernberg","9241","Reitschulweg 9 9241 Wernberg",4392,"False","",""
"4428","ancientdragon14@aol.com","Anwar","Miksch","43","508","564363","AUT","1975-01-02","Forststraße","47","","","Lustenau","6890","Forststraße 47 6890 Lustenau",4393,"False","",""
"4429","termlifequote@postino.ch","Nathanael","Ungar","43","1450","55","AUT","1975-03-13","Petersbergenstraße","43h","","","Graz","8042","Petersbergenstraße 43h 8042 Graz,08.Bez.:Sankt Peter",4394,"False","",""
"4430","tash76nz@yahoo.com","Otto","Prager","43","671","57788","AUT","2008-05-30","Zellerndorf","137","","","Zellerndorf","2051","Zellerndorf 137 2051 Zellerndorf",4395,"False","",""
"4431","idrisgwazo@eudoramail.com","Tarik","Hofer","43","810","561854","AUT","2020-02-22","Leitenweg","4","","","Pettnau","6408","Leitenweg 4 6408 Pettnau",4396,"False","",""
"4432","arne.strauss@sampo.fi","Zichun","Ilic","43","505","2043","AUT","1995-11-03","Baumgarten","51","","","Baumgarten","8341","Baumgarten 51 8341 Baumgarten",4397,"False","",""
"4433","frankwilliams1@starmedia.com","Igor","Karner","43","660","835772","AUT","2003-06-08","Unterwald","1","","","Unterwald","8563","Unterwald 1 8563 Unterwald",4398,"False","",""
"4434","laurent.depersin@skyworksinc.com@skymail","Kenan","Winkler","43","130","335","AUT","1982-02-26","Rosalienweg","18","","","Katzelsdorf","2801","Rosalienweg 18 2801 Katzelsdorf",4399,"False","",""
"4435","nfzaa@yf80uz.bashen.elektra.ru","Kai","Nowotny","43","698","4624","AUT","1985-03-27","Obere Langgasse","269","","","Vigaun","5424","Obere Langgasse 269 5424 Vigaun",4400,"False","",""
"4436","jakerobb@mac.com","Levin","Zant","43","118","37","AUT","1980-11-25","Tombach","89","","","Tombach","8544","Tombach 89 8544 Tombach",4401,"False","",""
"4437","8.txt@tux.w3.org","Joseph","Wolf","43","675","352256","AUT","2000-10-21","Zwinzen","4","","","Zwinzen","3804","Zwinzen 4 3804 Zwinzen",4402,"False","",""
"4438","smashmind@mailru.com","Chris","Fürst","43","657","85412","AUT","1995-07-08","Weinstraße","11","","","Gampern","4851","Weinstraße 11 4851 Gampern",4403,"False","",""
"4439","g841084@m.ecc.u-tokyo.ac.jp","Evan","Pirker","43","671","4746","AUT","2024-02-06","Spielbichl","25","","","Spielbichl","5730","Spielbichl 25 5730 Spielbichl",4404,"False","",""
"4440","gilagh@netvision.net.il","Oscar","Steinbauer","43","1455","814121","AUT","2023-06-27","Schubertstraße","16","","","Blindenmarkt","3372","Schubertstraße 16 3372 Blindenmarkt",4405,"False","",""
"4441","dyeh@us.ibm.com","Henrik","Pühringer","43","668","8234","AUT","1944-11-14","Primelweg","3","","","Breitenfurt bei Wien","2384","Primelweg 3 2384 Breitenfurt bei Wien",4406,"False","",""
"4442","pinkle@w3.org","Ehad","Sailer","43","682","578","AUT","1987-03-13","Laastadt","78","","","Laastadt","9543","Laastadt 78 9543 Laastadt",4407,"False","",""
"4443","www-demographics@www10.w3.org","Birtan","Friedl","43","698","176","AUT","1983-11-17","Dorfstraße","91","","","Oberweg","8750","Dorfstraße 91 8750 Oberweg",4408,"False","",""
"4444","www@169.com","Nik","Bauer","43","810","883083","AUT","2015-11-13","Erlenweg","138","","","Feistritz an der Drau","9710","Erlenweg 138 9710 Feistritz an der Drau",4409,"False","",""
"4445","hyue70@990.net","William","Geiger","43","503","430","AUT","2018-07-25","Kienstock","10","","","St. Lorenz","3602","Kienstock 10 3602 St. Lorenz",4410,"False","",""
"4446","site-comments@w3.org","Hugo","Schweighofer","43","502","7524","AUT","2006-07-29","Alfons Petzold-Straße","15a","1.0","","Traiskirchen","2514","Alfons Petzold-Straße 15aStg.1 2514 Traiskirchen",4411,"False","",""
"4447","saint@id.ru","Khurshid","Auinger","43","674","5837","AUT","2013-12-17","Bartells","6","","","Beschling","6710","Bartells 6 6710 Beschling",4412,"False","",""
